Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","0113","Rice","2005","2005","t","17","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","0113","Rice","2005","2005","1000 USD","28","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","0113","Rice","2005","2005","t","1","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","0113","Rice","2005","2005","1000 USD","0","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","0113","Rice","2006","2006","t","11","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","0113","Rice","2006","2006","1000 USD","28","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","0113","Rice","2006","2006","t","0","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","0113","Rice","2006","2006","1000 USD","0","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","0113","Rice","2007","2007","t","14","A","Official figure",""
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","0113","Rice","2007","2007","1000 USD","6","A","Official figure",""
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","0113","Rice","2007","2007","t","0","E","Estimated value",""
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","0113","Rice","2007","2007","1000 USD","0","E","Estimated value",""
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","0113","Rice","2008","2008","t","701","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","0113","Rice","2008","2008","1000 USD","259","A","Official figure",""
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","0113","Rice","2008","2008","t","0","E","Estimated value",""
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","0113","Rice","2008","2008","1000 USD","0","E","Estimated value",""
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","0113","Rice","2009","2009","t","269","A","Official figure",""
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","0113","Rice","2009","2009","1000 USD","578","A","Official figure",""
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","0113","Rice","2009","2009","t","0","E","Estimated value",""
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","0113","Rice","2009","2009","1000 USD","0","E","Estimated value",""
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","0113","Rice","2010","2010","t","3","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","0113","Rice","2010","2010","1000 USD","9","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","0113","Rice","2010","2010","t","0","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","0113","Rice","2010","2010","1000 USD","0","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","0113","Rice","2011","2011","t","161","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","0113","Rice","2011","2011","1000 USD","82","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","0113","Rice","2011","2011","t","0","E","Estimated value",""
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","0113","Rice","2011","2011","1000 USD","0","E","Estimated value",""
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","0113","Rice","2012","2012","t","3870","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","0113","Rice","2012","2012","1000 USD","1746","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","0113","Rice","2012","2012","t","0","E","Estimated value",""
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","0113","Rice","2012","2012","1000 USD","0","E","Estimated value",""
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","0113","Rice","2013","2013","t","2101","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","0113","Rice","2013","2013","1000 USD","1958","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","0113","Rice","2013","2013","t","0","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","0113","Rice","2013","2013","1000 USD","0","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","0113","Rice","2014","2014","t","0.05","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","0113","Rice","2014","2014","1000 USD","0","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","0113","Rice","2015","2015","t","0.18","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","0113","Rice","2015","2015","1000 USD","0","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","0113","Rice","2016","2016","t","1.68","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","0113","Rice","2016","2016","1000 USD","1","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","0113","Rice","2017","2017","t","2767.58","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","0113","Rice","2017","2017","1000 USD","2481","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","0113","Rice","2017","2017","t","0.79","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","0113","Rice","2017","2017","1000 USD","0","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","0113","Rice","2018","2018","t","4102.36","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","0113","Rice","2018","2018","1000 USD","3324","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","0113","Rice","2018","2018","t","6302.39","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","0113","Rice","2018","2018","1000 USD","2048","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","0113","Rice","2019","2019","t","64","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","0113","Rice","2019","2019","1000 USD","97","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","0113","Rice","2019","2019","t","200","A","Official figure",""
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","0113","Rice","2019","2019","1000 USD","191","A","Official figure",""
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","0113","Rice","2020","2020","t","2751.48","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","0113","Rice","2020","2020","1000 USD","2792","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","0113","Rice","2020","2020","t","2","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","0113","Rice","2020","2020","1000 USD","2","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","0113","Rice","2021","2021","t","2978","A","Official figure",""
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","0113","Rice","2021","2021","1000 USD","1088","A","Official figure",""
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","0113","Rice","2021","2021","t","224","A","Official figure",""
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","0113","Rice","2021","2021","1000 USD","147","A","Official figure",""
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","0113","Rice","2022","2022","t","2973","A","Official figure",""
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","0113","Rice","2022","2022","1000 USD","1170","A","Official figure",""
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","0113","Rice","2022","2022","t","257.63","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","0113","Rice","2022","2022","1000 USD","72","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","0113","Rice","2023","2023","t","635.4","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","0113","Rice","2023","2023","1000 USD","145","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","0113","Rice","2023","2023","t","144.12","I","Value imputed by a receiving agency",""
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","0113","Rice","2023","2023","1000 USD","21","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","0113","Rice","2024","2024","t","710.92","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","0113","Rice","2024","2024","1000 USD","198","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","0113","Rice","2024","2024","t","189.2","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","0113","Rice","2024","2024","1000 USD","30","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","01234","Tomatoes","2000","2000","t","10","A","Official figure",""
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","01234","Tomatoes","2000","2000","1000 USD","5","I","Value imputed by a receiving agency",""
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","01234","Tomatoes","2000","2000","t","0","A","Official figure",""
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","01234","Tomatoes","2000","2000","1000 USD","0","A","Official figure",""
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","01234","Tomatoes","2001","2001","t","215","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","01234","Tomatoes","2001","2001","1000 USD","75","I","Value imputed by a receiving agency",""
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","01234","Tomatoes","2001","2001","t","15","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","01234","Tomatoes","2001","2001","1000 USD","5","I","Value imputed by a receiving agency",""
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","01234","Tomatoes","2002","2002","t","127","A","Official figure",""
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","01234","Tomatoes","2002","2002","1000 USD","61","A","Official figure",""
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","01234","Tomatoes","2002","2002","t","4","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","01234","Tomatoes","2002","2002","1000 USD","0","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","01234","Tomatoes","2003","2003","t","23","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","01234","Tomatoes","2003","2003","1000 USD","41","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","01234","Tomatoes","2003","2003","t","58","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","01234","Tomatoes","2003","2003","1000 USD","5","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","01234","Tomatoes","2004","2004","t","3","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","01234","Tomatoes","2004","2004","1000 USD","25","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","01234","Tomatoes","2004","2004","t","8","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","01234","Tomatoes","2004","2004","1000 USD","4","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","01234","Tomatoes","2005","2005","t","47","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","01234","Tomatoes","2005","2005","1000 USD","57","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","01234","Tomatoes","2005","2005","t","51","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","01234","Tomatoes","2005","2005","1000 USD","7","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","01234","Tomatoes","2006","2006","t","11","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","01234","Tomatoes","2006","2006","1000 USD","47","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","01234","Tomatoes","2006","2006","t","48","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","01234","Tomatoes","2006","2006","1000 USD","11","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","01234","Tomatoes","2007","2007","t","98","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","01234","Tomatoes","2007","2007","1000 USD","418","A","Official figure",""
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","01234","Tomatoes","2007","2007","t","33","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","01234","Tomatoes","2007","2007","1000 USD","10","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","01234","Tomatoes","2008","2008","t","25","E","Estimated value",""
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","01234","Tomatoes","2008","2008","1000 USD","72","E","Estimated value",""
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","01234","Tomatoes","2008","2008","t","33","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","01234","Tomatoes","2008","2008","1000 USD","8","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","01234","Tomatoes","2009","2009","t","24","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","01234","Tomatoes","2009","2009","1000 USD","77","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","01234","Tomatoes","2009","2009","t","4","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","01234","Tomatoes","2009","2009","1000 USD","1","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","01234","Tomatoes","2010","2010","t","13","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","01234","Tomatoes","2010","2010","1000 USD","37","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","01234","Tomatoes","2010","2010","t","0","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","01234","Tomatoes","2010","2010","1000 USD","1","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","01234","Tomatoes","2011","2011","t","37","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","01234","Tomatoes","2011","2011","1000 USD","71","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","01234","Tomatoes","2011","2011","t","76","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","01234","Tomatoes","2011","2011","1000 USD","13","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","01234","Tomatoes","2012","2012","t","39","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","01234","Tomatoes","2012","2012","1000 USD","111","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","01234","Tomatoes","2012","2012","t","152","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","01234","Tomatoes","2012","2012","1000 USD","18","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","01234","Tomatoes","2013","2013","t","59","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","01234","Tomatoes","2013","2013","1000 USD","194","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","01234","Tomatoes","2013","2013","t","31","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","01234","Tomatoes","2013","2013","1000 USD","2","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","01234","Tomatoes","2014","2014","t","70.76","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","01234","Tomatoes","2014","2014","1000 USD","301","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","01234","Tomatoes","2014","2014","t","64.37","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","01234","Tomatoes","2014","2014","1000 USD","9","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","01234","Tomatoes","2015","2015","t","92.63","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","01234","Tomatoes","2015","2015","1000 USD","385","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","01234","Tomatoes","2015","2015","t","26.39","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","01234","Tomatoes","2015","2015","1000 USD","3","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","01234","Tomatoes","2016","2016","t","138.68","I","Value imputed by a receiving agency",""
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","01234","Tomatoes","2016","2016","1000 USD","489","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","01234","Tomatoes","2016","2016","t","300.81","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","01234","Tomatoes","2016","2016","1000 USD","14","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","01234","Tomatoes","2017","2017","t","721.06","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","01234","Tomatoes","2017","2017","1000 USD","998","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","01234","Tomatoes","2017","2017","t","58.09","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","01234","Tomatoes","2017","2017","1000 USD","9","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","01234","Tomatoes","2018","2018","t","123.79","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","01234","Tomatoes","2018","2018","1000 USD","452","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","01234","Tomatoes","2018","2018","t","30.19","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","01234","Tomatoes","2018","2018","1000 USD","7","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","01234","Tomatoes","2019","2019","t","58.04","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","01234","Tomatoes","2019","2019","1000 USD","300","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","01234","Tomatoes","2019","2019","t","138.2","I","Value imputed by a receiving agency",""
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","01234","Tomatoes","2019","2019","1000 USD","21","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","01234","Tomatoes","2020","2020","t","38.13","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","01234","Tomatoes","2020","2020","1000 USD","239","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","01234","Tomatoes","2020","2020","t","227.5","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","01234","Tomatoes","2020","2020","1000 USD","10","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","01234","Tomatoes","2021","2021","t","87.86","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","01234","Tomatoes","2021","2021","1000 USD","310","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","01234","Tomatoes","2021","2021","t","1443.14","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","01234","Tomatoes","2021","2021","1000 USD","7","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","01234","Tomatoes","2022","2022","t","209.65","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","01234","Tomatoes","2022","2022","1000 USD","255","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","01234","Tomatoes","2022","2022","t","196.75","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","01234","Tomatoes","2022","2022","1000 USD","7","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","01234","Tomatoes","2023","2023","t","83.02","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","01234","Tomatoes","2023","2023","1000 USD","195","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","01234","Tomatoes","2023","2023","t","116.34","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","01234","Tomatoes","2023","2023","1000 USD","6","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","01234","Tomatoes","2024","2024","t","44.83","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","01234","Tomatoes","2024","2024","1000 USD","79","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","01234","Tomatoes","2024","2024","t","297.46","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","01234","Tomatoes","2024","2024","1000 USD","15","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","01540","Yams","2014","2014","t","11.76","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","01540","Yams","2014","2014","1000 USD","56","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","01540","Yams","2014","2014","t","114.77","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","01540","Yams","2014","2014","1000 USD","59","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","01540","Yams","2015","2015","t","350.01","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","01540","Yams","2015","2015","1000 USD","101","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","01540","Yams","2016","2016","t","2170.64","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","01540","Yams","2016","2016","1000 USD","345","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","01540","Yams","2017","2017","t","1","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","01540","Yams","2017","2017","1000 USD","2","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","01540","Yams","2017","2017","t","1173.28","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","01540","Yams","2017","2017","1000 USD","313","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","01540","Yams","2018","2018","t","15","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","01540","Yams","2018","2018","1000 USD","3","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","01540","Yams","2018","2018","t","1110.03","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","01540","Yams","2018","2018","1000 USD","285","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5610","Import quantity","01540","Yams","2019","2019","t","4.13","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5622","Import value","01540","Yams","2019","2019","1000 USD","5","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","01540","Yams","2019","2019","t","2438.4","I","Value imputed by a receiving agency",""
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","01540","Yams","2019","2019","1000 USD","258","X","Figure from external organization","Estimated data using trading partners database"
