state,date,pms_price
Lagos,2021-03-01,158.57
Lagos,2021-04-01,157.11
Lagos,2021-05-01,166.13
Lagos,2021-06-01,177.36
Lagos,2021-07-01,182.23
Lagos,2021-08-01,171.51
Lagos,2021-09-01,167.8
Lagos,2021-10-01,162.67
Lagos,2021-12-01,163.72
Lagos,2022-01-01,163.26
Lagos,2022-02-01,168.16
Lagos,2022-03-01,172.59
Lagos,2022-04-01,165.13
Lagos,2022-05-01,168.24
Lagos,2022-06-01,171.75
Lagos,2022-07-01,202.78
Lagos,2022-08-01,190.0
Lagos,2022-09-01,197.14
Lagos,2022-10-01,200.5
Lagos,2022-11-01,205.01
Lagos,2022-12-01,163.72
Lagos,2023-01-01,245.43
Lagos,2023-02-01,300.69
Lagos,2023-03-01,212.75
Lagos,2023-04-01,207.71
Lagos,2023-05-01,213.89
Lagos,2023-06-01,538.13
Lagos,2023-07-01,615.1
Lagos,2023-08-01,620.69
Lagos,2023-09-01,624.89
Lagos,2023-10-01,590.95
Lagos,2023-11-01,623.12
Lagos,2023-12-01,612.72
Lagos,2024-01-01,663.05
Lagos,2024-02-01,654.23
Lagos,2024-03-01,630.75
Lagos,2024-04-01,602.55
Lagos,2024-05-01,636.8
Lagos,2024-06-01,626.94
Lagos,2024-07-01,693.82
Lagos,2024-08-01,765.29
Lagos,2024-09-01,1000.48
Lagos,2024-10-01,1080.95
Oyo,2017-03-01,145.7
Oyo,2017-04-01,145.0
Oyo,2017-05-01,145.3
Oyo,2017-06-01,145.5
Oyo,2017-07-01,146.1
Oyo,2017-08-01,143.2
Oyo,2017-09-01,143.3
Oyo,2017-10-01,144.31
Oyo,2017-11-01,145.13
Oyo,2017-12-01,167.5
Oyo,2018-01-01,199.17
Oyo,2018-02-01,165.0
Oyo,2018-03-01,149.12
Oyo,2018-04-01,145.11
Oyo,2018-05-01,145.0
Oyo,2018-06-01,144.3
Oyo,2018-07-01,144.72
Oyo,2018-08-01,144.28
Oyo,2018-09-01,145.79
Oyo,2018-10-01,144.5
Oyo,2018-11-01,144.89
Oyo,2018-12-01,145.56
Oyo,2019-01-01,150.5
Oyo,2019-02-01,146.5
Oyo,2019-03-01,145.0
Oyo,2019-04-01,145.25
Oyo,2019-05-01,144.65
Oyo,2019-06-01,155.68
Oyo,2019-07-01,154.96
Oyo,2019-08-01,143.13
Oyo,2019-09-01,152.31
Oyo,2019-10-01,144.75
Oyo,2019-11-01,153.24
Oyo,2019-12-01,163.17
Oyo,2020-01-01,154.3
Oyo,2020-02-01,134.93
Oyo,2020-03-01,77.6
Oyo,2020-04-01,44.56
Oyo,2020-05-01,71.22
Oyo,2020-06-01,97.62
Oyo,2020-07-01,104.82
Oyo,2020-08-01,108.46
Oyo,2020-09-01,99.18
Oyo,2020-10-01,97.43
Oyo,2020-11-01,103.49
Oyo,2020-12-01,121.19
Oyo,2021-01-01,132.77
Oyo,2021-02-01,150.98
Oyo,2021-03-01,158.57
Oyo,2021-04-01,157.11
Oyo,2021-05-01,166.13
Oyo,2021-06-01,177.36
Oyo,2021-07-01,182.23
Oyo,2021-08-01,171.51
Oyo,2021-09-01,163.67
Oyo,2021-10-01,164.07
Oyo,2021-12-01,165.5
Oyo,2022-01-01,165.73
Oyo,2022-02-01,167.59
Oyo,2022-03-01,173.24
Oyo,2022-04-01,176.43
Oyo,2022-05-01,170.88
Oyo,2022-06-01,179.39
Oyo,2022-07-01,195.42
Oyo,2022-08-01,182.44
Oyo,2022-09-01,187.89
Oyo,2022-10-01,190.72
Oyo,2022-11-01,207.33
Oyo,2022-12-01,165.5
Oyo,2023-01-01,252.29
Oyo,2023-02-01,319.0
Oyo,2023-03-01,225.33
Oyo,2023-04-01,217.06
Oyo,2023-05-01,215.38
Oyo,2023-06-01,537.43
Oyo,2023-07-01,619.82
Oyo,2023-08-01,621.8
Oyo,2023-09-01,618.5
Oyo,2023-10-01,592.19
Oyo,2023-11-01,628.36
Oyo,2023-12-01,626.56
Oyo,2024-01-01,662.53
Oyo,2024-02-01,652.35
Oyo,2024-03-01,645.88
Oyo,2024-04-01,660.33
Oyo,2024-05-01,742.5
Oyo,2024-06-01,696.67
Oyo,2024-07-01,808.85
Oyo,2024-08-01,865.62
Oyo,2024-09-01,1076.11
Oyo,2024-10-01,1188.75
Sokoto,2017-03-01,152.9
Sokoto,2017-04-01,150.0
Sokoto,2017-05-01,157.9
Sokoto,2017-06-01,150.7
Sokoto,2017-07-01,145.0
Sokoto,2017-08-01,145.3
Sokoto,2017-09-01,143.6
Sokoto,2017-10-01,146.0
Sokoto,2017-11-01,145.88
Sokoto,2017-12-01,168.0
Sokoto,2018-01-01,205.83
Sokoto,2018-02-01,180.33
Sokoto,2018-03-01,162.86
Sokoto,2018-04-01,158.33
Sokoto,2018-05-01,158.57
Sokoto,2018-06-01,154.2
Sokoto,2018-07-01,145.0
Sokoto,2018-08-01,145.0
Sokoto,2018-09-01,145.0
Sokoto,2018-10-01,144.2
Sokoto,2018-11-01,144.2
Sokoto,2018-12-01,144.43
Sokoto,2019-01-01,145.14
Sokoto,2019-02-01,145.43
Sokoto,2019-03-01,145.83
Sokoto,2019-04-01,145.71
Sokoto,2019-05-01,145.71
Sokoto,2019-06-01,155.68
Sokoto,2019-07-01,154.96
Sokoto,2019-08-01,143.13
Sokoto,2019-09-01,152.31
Sokoto,2019-10-01,144.75
Sokoto,2019-11-01,153.24
Sokoto,2019-12-01,163.17
Sokoto,2020-01-01,154.3
Sokoto,2020-02-01,134.93
Sokoto,2020-03-01,77.6
Sokoto,2020-04-01,44.56
Sokoto,2020-05-01,71.22
Sokoto,2020-06-01,97.62
Sokoto,2020-07-01,104.82
Sokoto,2020-08-01,108.46
Sokoto,2020-09-01,99.18
Sokoto,2020-10-01,97.43
Sokoto,2020-11-01,103.49
Sokoto,2020-12-01,121.19
Sokoto,2021-01-01,132.77
Sokoto,2021-02-01,150.98
Sokoto,2021-03-01,158.57
Sokoto,2021-04-01,157.11
Sokoto,2021-05-01,166.13
Sokoto,2021-06-01,177.36
Sokoto,2021-07-01,182.23
Sokoto,2021-08-01,171.51
Sokoto,2021-09-01,165.53
Sokoto,2021-10-01,166.0
Sokoto,2021-12-01,165.0
Sokoto,2022-01-01,165.0
Sokoto,2022-02-01,170.45
Sokoto,2022-03-01,180.0
Sokoto,2022-04-01,185.68
Sokoto,2022-05-01,168.55
Sokoto,2022-06-01,195.55
Sokoto,2022-07-01,184.18
Sokoto,2022-08-01,185.71
Sokoto,2022-09-01,187.67
Sokoto,2022-10-01,185.0
Sokoto,2022-11-01,192.5
Sokoto,2022-12-01,165.0
Sokoto,2023-01-01,191.43
Sokoto,2023-02-01,268.33
Sokoto,2023-03-01,208.57
Sokoto,2023-04-01,195.0
Sokoto,2023-05-01,203.67
Sokoto,2023-06-01,540.0
Sokoto,2023-07-01,621.14
Sokoto,2023-08-01,631.43
Sokoto,2023-09-01,628.29
Sokoto,2023-10-01,638.33
Sokoto,2023-11-01,641.43
Sokoto,2023-12-01,678.57
Sokoto,2024-01-01,664.8
Sokoto,2024-02-01,681.43
Sokoto,2024-03-01,715.0
Sokoto,2024-04-01,713.33
Sokoto,2024-05-01,872.5
Sokoto,2024-06-01,723.33
Sokoto,2024-07-01,750.0
Sokoto,2024-08-01,855.71
Sokoto,2024-09-01,961.67
Sokoto,2024-10-01,1110.0
Yobe,2017-03-01,161.7
Yobe,2017-04-01,158.0
Yobe,2017-05-01,156.4
Yobe,2017-06-01,168.0
Yobe,2017-07-01,170.0
Yobe,2017-08-01,145.3
Yobe,2017-09-01,149.7
Yobe,2017-10-01,152.5
Yobe,2017-11-01,145.75
Yobe,2017-12-01,166.0
Yobe,2018-01-01,171.0
Yobe,2018-02-01,196.11
Yobe,2018-03-01,166.67
Yobe,2018-04-01,154.17
Yobe,2018-05-01,153.33
Yobe,2018-06-01,146.25
Yobe,2018-07-01,148.75
Yobe,2018-08-01,146.25
Yobe,2018-09-01,146.25
Yobe,2018-10-01,146.25
Yobe,2018-11-01,150.77
Yobe,2018-12-01,143.33
Yobe,2019-01-01,145.73
Yobe,2019-02-01,145.08
Yobe,2019-03-01,147.55
Yobe,2019-04-01,147.82
Yobe,2019-05-01,145.64
Yobe,2019-06-01,155.68
Yobe,2019-07-01,154.96
Yobe,2019-08-01,143.13
Yobe,2019-09-01,152.31
Yobe,2019-10-01,144.75
Yobe,2019-11-01,153.24
Yobe,2019-12-01,163.17
Yobe,2020-01-01,154.3
Yobe,2020-02-01,134.93
Yobe,2020-03-01,77.6
Yobe,2020-04-01,44.56
Yobe,2020-05-01,71.22
Yobe,2020-06-01,97.62
Yobe,2020-07-01,104.82
Yobe,2020-08-01,108.46
Yobe,2020-09-01,99.18
Yobe,2020-10-01,97.43
Yobe,2020-11-01,103.49
Yobe,2020-12-01,121.19
Yobe,2021-01-01,132.77
Yobe,2021-02-01,150.98
Yobe,2021-03-01,158.57
Yobe,2021-04-01,157.11
Yobe,2021-05-01,166.13
Yobe,2021-06-01,177.36
Yobe,2021-07-01,182.23
Yobe,2021-08-01,171.51
Yobe,2021-09-01,163.82
Yobe,2021-10-01,159.86
Yobe,2021-12-01,164.75
Yobe,2022-01-01,165.83
Yobe,2022-02-01,174.33
Yobe,2022-03-01,184.67
Yobe,2022-04-01,165.29
Yobe,2022-05-01,165.36
Yobe,2022-06-01,180.33
Yobe,2022-07-01,183.2
Yobe,2022-08-01,179.29
Yobe,2022-09-01,184.65
Yobe,2022-10-01,187.75
Yobe,2022-11-01,206.25
Yobe,2022-12-01,164.75
Yobe,2023-01-01,215.29
Yobe,2023-02-01,327.14
Yobe,2023-03-01,202.5
Yobe,2023-04-01,210.0
Yobe,2023-05-01,216.36
Yobe,2023-06-01,562.31
Yobe,2023-07-01,624.29
Yobe,2023-08-01,628.89
Yobe,2023-09-01,629.23
Yobe,2023-10-01,644.62
Yobe,2023-11-01,639.27
Yobe,2023-12-01,692.18
Yobe,2024-01-01,675.55
Yobe,2024-02-01,688.2
Yobe,2024-03-01,749.09
Yobe,2024-04-01,735.0
Yobe,2024-05-01,784.63
Yobe,2024-06-01,735.0
Yobe,2024-07-01,800.88
Yobe,2024-08-01,916.0
Yobe,2024-09-01,939.38
Yobe,2024-10-01,1180.1
Zamfara,2017-03-01,147.0
Zamfara,2017-04-01,145.0
Zamfara,2017-05-01,147.0
Zamfara,2017-06-01,146.0
Zamfara,2017-07-01,145.9
Zamfara,2017-08-01,145.4
Zamfara,2017-09-01,144.2
Zamfara,2017-10-01,144.94
Zamfara,2017-11-01,144.7
Zamfara,2017-12-01,170.0
Zamfara,2018-01-01,159.12
Zamfara,2018-02-01,155.0
Zamfara,2018-03-01,152.35
Zamfara,2018-04-01,158.14
Zamfara,2018-05-01,154.12
Zamfara,2018-06-01,147.72
Zamfara,2018-07-01,147.72
Zamfara,2018-08-01,148.14
Zamfara,2018-09-01,147.1
Zamfara,2018-10-01,147.72
Zamfara,2018-11-01,147.72
Zamfara,2018-12-01,146.63
Zamfara,2019-01-01,144.56
Zamfara,2019-02-01,145.5
Zamfara,2019-03-01,144.39
Zamfara,2019-04-01,144.43
Zamfara,2019-05-01,144.43
Zamfara,2019-06-01,155.68
Zamfara,2019-07-01,154.96
Zamfara,2019-08-01,143.13
Zamfara,2019-09-01,152.31
Zamfara,2019-10-01,144.75
Zamfara,2019-11-01,153.24
Zamfara,2019-12-01,163.17
Zamfara,2020-01-01,154.3
Zamfara,2020-02-01,134.93
Zamfara,2020-03-01,77.6
Zamfara,2020-04-01,44.56
Zamfara,2020-05-01,71.22
Zamfara,2020-06-01,97.62
Zamfara,2020-07-01,104.82
Zamfara,2020-08-01,108.46
Zamfara,2020-09-01,99.18
Zamfara,2020-10-01,97.43
Zamfara,2020-11-01,103.49
Zamfara,2020-12-01,121.19
Zamfara,2021-01-01,132.77
Zamfara,2021-02-01,150.98
Zamfara,2021-03-01,158.57
Zamfara,2021-04-01,157.11
Zamfara,2021-05-01,166.13
Zamfara,2021-06-01,177.36
Zamfara,2021-07-01,182.23
Zamfara,2021-08-01,171.51
Zamfara,2021-09-01,164.46
Zamfara,2021-10-01,164.33
Zamfara,2021-12-01,162.5
Zamfara,2022-01-01,164.41
Zamfara,2022-02-01,165.53
Zamfara,2022-03-01,167.69
Zamfara,2022-04-01,165.36
Zamfara,2022-05-01,167.0
Zamfara,2022-06-01,180.73
Zamfara,2022-07-01,180.73
Zamfara,2022-08-01,195.0
Zamfara,2022-09-01,187.07
Zamfara,2022-10-01,191.31
Zamfara,2022-11-01,194.36
Zamfara,2022-12-01,162.5
Zamfara,2023-01-01,235.43
Zamfara,2023-02-01,250.8
Zamfara,2023-03-01,303.18
Zamfara,2023-04-01,267.73
Zamfara,2023-05-01,243.27
Zamfara,2023-06-01,549.09
Zamfara,2023-07-01,620.0
Zamfara,2023-08-01,622.73
Zamfara,2023-09-01,621.57
Zamfara,2023-10-01,659.38
Zamfara,2023-11-01,648.0
Zamfara,2023-12-01,688.46
Zamfara,2024-01-01,771.43
Zamfara,2024-02-01,750.43
Zamfara,2024-03-01,704.09
Zamfara,2024-04-01,754.29
Zamfara,2024-05-01,835.83
Zamfara,2024-06-01,760.38
Zamfara,2024-07-01,797.14
Zamfara,2024-08-01,887.69
Zamfara,2024-09-01,1022.0
Zamfara,2024-10-01,1164.29
