date,state,commodity,price
2019-05-15,Yobe,Rice (local),663.0
2019-05-15,Yobe,Tomatoes,55.5
2019-05-15,Yobe,Yam,325.0
2019-06-15,Borno,Beans (white),592.6
2019-06-15,Borno,Maize (white),63.95
2019-06-15,Borno,Rice (imported),1168.75
2019-06-15,Borno,Rice (local),729.0
2019-06-15,Borno,Tomatoes,105.0
2019-06-15,Borno,Yam,787.3333333333334
2019-06-15,Gombe,Maize (white),80.0
2019-06-15,Gombe,Maize (yellow),80.0
2019-06-15,Gombe,Rice (local),704.0
2019-06-15,Gombe,Yam,789.0
2019-06-15,Jigawa,Maize (yellow),88.46
2019-06-15,Jigawa,Rice (local),610.0
2019-06-15,Kaduna,Maize (white),83.33
2019-06-15,Kaduna,Maize (yellow),78.57
2019-06-15,Kaduna,Rice (imported),840.0
2019-06-15,Kaduna,Rice (local),559.0
2019-06-15,Katsina,Maize (yellow),85.71
2019-06-15,Katsina,Rice (imported),849.0
2019-06-15,Katsina,Rice (local),589.0
2019-06-15,Kebbi,Maize (white),87.41
2019-06-15,Kebbi,Rice (imported),699.0
2019-06-15,Kebbi,Rice (local),542.0
2019-06-15,Oyo,Maize (yellow),108.76
2019-06-15,Oyo,Rice (imported),804.0
2019-06-15,Oyo,Rice (local),684.0
2019-06-15,Yobe,Beans (white),411.6666666666667
2019-06-15,Yobe,Maize (yellow),74.07
2019-06-15,Yobe,Rice (imported),928.0
2019-06-15,Yobe,Rice (local),665.0
2019-06-15,Yobe,Tomatoes,69.375
2019-06-15,Yobe,Yam,381.3333333333333
2019-07-15,Borno,Beans (white),504.4
2019-07-15,Borno,Rice (imported),1195.6666666666667
2019-07-15,Borno,Rice (local),717.1666666666666
2019-07-15,Borno,Tomatoes,105.025
2019-07-15,Borno,Yam,809.6666666666666
2019-07-15,Gombe,Yam,790.0
2019-07-15,Jigawa,Yam,252.0
2019-07-15,Katsina,Yam,558.0
2019-07-15,Kebbi,Yam,594.0
2019-07-15,Yobe,Beans (white),411.75
2019-07-15,Yobe,Rice (imported),908.5714285714286
2019-07-15,Yobe,Rice (local),656.4285714285714
2019-07-15,Yobe,Tomatoes,71.66666666666667
2019-07-15,Yobe,Yam,325.6666666666667
2019-08-15,Adamawa,Maize (yellow),58.69
2019-08-15,Adamawa,Rice (imported),840.0
2019-08-15,Adamawa,Rice (local),570.0
2019-08-15,Adamawa,Yam,1159.0
2019-08-15,Borno,Beans (white),498.5
2019-08-15,Borno,Maize (white),70.15
2019-08-15,Borno,Maize (yellow),100.0
2019-08-15,Borno,Rice (imported),1176.6666666666667
2019-08-15,Borno,Rice (local),736.1428571428571
2019-08-15,Borno,Tomatoes,109.46666666666665
2019-08-15,Borno,Yam,797.375
2019-08-15,Gombe,Maize (white),80.0
2019-08-15,Gombe,Maize (yellow),80.0
2019-08-15,Gombe,Rice (imported),940.0
2019-08-15,Jigawa,Maize (yellow),76.92
2019-08-15,Jigawa,Rice (local),445.0
2019-08-15,Jigawa,Yam,252.0
2019-08-15,Kaduna,Maize (white),75.82
2019-08-15,Kaduna,Maize (yellow),81.11
2019-08-15,Kaduna,Rice (imported),910.5
2019-08-15,Kaduna,Yam,796.0
2019-08-15,Kano,Maize (white),79.13
2019-08-15,Kano,Maize (yellow),79.96
2019-08-15,Kano,Rice (local),684.0
2019-08-15,Kano,Yam,431.0
2019-08-15,Katsina,Maize (white),85.99
2019-08-15,Katsina,Maize (yellow),87.19
2019-08-15,Katsina,Rice (imported),849.0
2019-08-15,Katsina,Rice (local),560.0
2019-08-15,Kebbi,Maize (white),88.22
2019-08-15,Kebbi,Rice (local),511.0
2019-08-15,Lagos,Maize (white),129.79
2019-08-15,Lagos,Maize (yellow),157.28
2019-08-15,Lagos,Rice (imported),1041.0
2019-08-15,Oyo,Maize (white),93.92
2019-08-15,Oyo,Rice (local),681.0
2019-08-15,Oyo,Yam,259.0
2019-08-15,Yobe,Beans (white),368.25
2019-08-15,Yobe,Maize (white),96.15
2019-08-15,Yobe,Maize (yellow),95.57
2019-08-15,Yobe,Rice (imported),908.3333333333334
2019-08-15,Yobe,Rice (local),606.0
2019-08-15,Yobe,Tomatoes,60.0
2019-08-15,Yobe,Yam,332.57142857142856
2019-08-15,Zamfara,Maize (white),77.11
2019-08-15,Zamfara,Rice (local),611.0
2019-08-15,Zamfara,Yam,210.0
2019-09-15,Adamawa,Maize (white),65.98
2019-09-15,Adamawa,Maize (yellow),67.21
2019-09-15,Adamawa,Rice (imported),861.0
2019-09-15,Adamawa,Rice (local),607.0
2019-09-15,Adamawa,Yam,1280.0
2019-09-15,Borno,Beans (white),458.57142857142856
2019-09-15,Borno,Maize (white),85.86
2019-09-15,Borno,Maize (yellow),110.0
2019-09-15,Borno,Rice (imported),1160.5
2019-09-15,Borno,Rice (local),729.5
2019-09-15,Borno,Tomatoes,101.45
2019-09-15,Borno,Yam,756.0
2019-09-15,Gombe,Maize (white),88.0
2019-09-15,Gombe,Rice (imported),1150.0
2019-09-15,Gombe,Rice (local),709.0
2019-09-15,Jigawa,Maize (white),80.19
2019-09-15,Jigawa,Maize (yellow),88.46
2019-09-15,Jigawa,Rice (local),643.0
2019-09-15,Jigawa,Yam,252.0
2019-09-15,Kaduna,Maize (yellow),75.86
2019-09-15,Kaduna,Rice (imported),941.0
2019-09-15,Kaduna,Rice (local),584.0
2019-09-15,Kaduna,Yam,719.0
2019-09-15,Kano,Maize (white),90.42
2019-09-15,Kano,Rice (imported),974.0
2019-09-15,Kano,Rice (local),683.0
2019-09-15,Kano,Yam,440.0
2019-09-15,Katsina,Maize (white),86.23
2019-09-15,Katsina,Maize (yellow),87.59
2019-09-15,Katsina,Rice (imported),938.0
2019-09-15,Katsina,Rice (local),608.0
2019-09-15,Katsina,Yam,315.0
2019-09-15,Kebbi,Maize (white),87.6
2019-09-15,Kebbi,Maize (yellow),87.6
2019-09-15,Kebbi,Rice (imported),750.0
2019-09-15,Kebbi,Rice (local),510.0
2019-09-15,Kebbi,Yam,406.0
2019-09-15,Lagos,Maize (white),127.75
2019-09-15,Lagos,Maize (yellow),157.07
2019-09-15,Lagos,Yam,448.0
2019-09-15,Oyo,Maize (white),79.59
2019-09-15,Oyo,Maize (yellow),84.59
2019-09-15,Oyo,Rice (local),740.0
2019-09-15,Yobe,Beans (white),430.0
2019-09-15,Yobe,Maize (white),76.78
2019-09-15,Yobe,Maize (yellow),57.41
2019-09-15,Yobe,Rice (imported),955.375
2019-09-15,Yobe,Rice (local),645.8
2019-09-15,Yobe,Tomatoes,61.875
2019-09-15,Yobe,Yam,307.5
2019-09-15,Zamfara,Maize (white),78.93
2019-09-15,Zamfara,Maize (yellow),75.46
2019-09-15,Zamfara,Rice (local),641.0
2019-09-15,Zamfara,Yam,209.0
2019-10-15,Adamawa,Maize (white),77.0
2019-10-15,Adamawa,Rice (imported),887.0
2019-10-15,Adamawa,Rice (local),685.0
2019-10-15,Borno,Beans (white),448.14285714285717
2019-10-15,Borno,Maize (white),84.64
2019-10-15,Borno,Maize (yellow),100.0
2019-10-15,Borno,Rice (imported),1277.2
2019-10-15,Borno,Rice (local),760.75
2019-10-15,Borno,Tomatoes,96.06666666666666
2019-10-15,Borno,Yam,693.375
2019-10-15,Gombe,Maize (white),99.2
2019-10-15,Gombe,Maize (yellow),99.2
2019-10-15,Gombe,Rice (imported),1100.0
2019-10-15,Gombe,Yam,791.0
2019-10-15,Jigawa,Maize (yellow),89.42
2019-10-15,Jigawa,Rice (local),643.0
2019-10-15,Kaduna,Maize (white),70.69
2019-10-15,Kaduna,Maize (yellow),74.255
2019-10-15,Kaduna,Rice (imported),1071.5
2019-10-15,Kaduna,Rice (local),638.5
2019-10-15,Kaduna,Yam,542.5
2019-10-15,Kano,Maize (white),88.61
2019-10-15,Kano,Rice (local),698.0
2019-10-15,Katsina,Maize (yellow),96.43
2019-10-15,Katsina,Rice (imported),940.0
2019-10-15,Kebbi,Maize (white),91.73
2019-10-15,Kebbi,Rice (imported),855.0
2019-10-15,Kebbi,Rice (local),531.0
2019-10-15,Lagos,Rice (imported),1559.0
2019-10-15,Oyo,Maize (white),83.49
2019-10-15,Oyo,Rice (local),919.0
2019-10-15,Oyo,Yam,250.0
2019-10-15,Yobe,Beans (white),426.22222222222223
2019-10-15,Yobe,Maize (white),80.485
2019-10-15,Yobe,Maize (yellow),64.81
2019-10-15,Yobe,Rice (imported),1049.888888888889
2019-10-15,Yobe,Rice (local),723.5
2019-10-15,Yobe,Tomatoes,61.42857142857143
2019-10-15,Yobe,Yam,306.75
2019-10-15,Zamfara,Maize (white),86.61
2019-10-15,Zamfara,Maize (yellow),85.51
2019-10-15,Zamfara,Rice (imported),947.0
2019-10-15,Zamfara,Rice (local),715.0
2019-11-15,Borno,Beans (white),445.57142857142856
2019-11-15,Borno,Rice (imported),1243.5
2019-11-15,Borno,Rice (local),759.625
2019-11-15,Borno,Tomatoes,95.3
2019-11-15,Borno,Yam,706.1428571428571
2019-11-15,Kaduna,Yam,544.0
2019-11-15,Kano,Rice (imported),964.0
2019-11-15,Kano,Yam,561.0
2019-11-15,Katsina,Yam,315.0
2019-11-15,Kebbi,Yam,375.0
2019-11-15,Yobe,Beans (white),418.42857142857144
2019-11-15,Yobe,Rice (imported),1078.5714285714287
2019-11-15,Yobe,Rice (local),712.4
2019-11-15,Yobe,Tomatoes,70.0
2019-11-15,Yobe,Yam,308.8181818181818
2019-11-15,Zamfara,Yam,278.0
2019-12-15,Adamawa,Yam,1189.0
2019-12-15,Borno,Beans (white),434.5
2019-12-15,Borno,Rice (imported),1271.4285714285713
2019-12-15,Borno,Rice (local),765.25
2019-12-15,Borno,Tomatoes,103.56666666666666
2019-12-15,Borno,Yam,654.1428571428571
2019-12-15,Gombe,Yam,792.0
2019-12-15,Jigawa,Yam,288.0
2019-12-15,Kaduna,Yam,349.0
2019-12-15,Kano,Rice (imported),970.0
2019-12-15,Kano,Yam,514.0
2019-12-15,Lagos,Yam,450.0
2019-12-15,Oyo,Yam,291.0
2019-12-15,Yobe,Beans (white),367.8
2019-12-15,Yobe,Rice (imported),1012.5
2019-12-15,Yobe,Rice (local),664.9
2019-12-15,Yobe,Tomatoes,51.666666666666664
2019-12-15,Yobe,Yam,294.85714285714283
2020-01-15,Adamawa,Maize (white),61.75
2020-01-15,Adamawa,Maize (yellow),64.93
2020-01-15,Adamawa,Yam,1170.0
2020-01-15,Borno,Beans (white),422.8
2020-01-15,Borno,Maize (white),82.265
2020-01-15,Borno,Maize (yellow),100.0
2020-01-15,Borno,Rice (imported),1213.3333333333333
2020-01-15,Borno,Rice (local),747.25
2020-01-15,Borno,Tomatoes,97.22
2020-01-15,Borno,Yam,660.4444444444445
2020-01-15,Gombe,Maize (white),88.0
2020-01-15,Gombe,Maize (yellow),88.0
2020-01-15,Gombe,Rice (imported),1140.0
2020-01-15,Jigawa,Maize (yellow),92.31
2020-01-15,Jigawa,Rice (local),643.0
2020-01-15,Jigawa,Yam,287.0
2020-01-15,Kaduna,Maize (white),91.98
2020-01-15,Kaduna,Maize (yellow),96.43
2020-01-15,Kaduna,Rice (imported),1101.0
2020-01-15,Kaduna,Rice (local),760.0
2020-01-15,Kaduna,Yam,698.0
2020-01-15,Kano,Maize (yellow),93.71
2020-01-15,Kano,Rice (local),729.0
2020-01-15,Katsina,Maize (white),87.23
2020-01-15,Katsina,Rice (local),632.0
2020-01-15,Katsina,Yam,423.0
2020-01-15,Kebbi,Maize (white),101.16
2020-01-15,Kebbi,Maize (yellow),101.16
2020-01-15,Kebbi,Rice (imported),946.0
2020-01-15,Kebbi,Rice (local),518.0
2020-01-15,Lagos,Yam,474.0
2020-01-15,Yobe,Beans (white),311.42857142857144
2020-01-15,Yobe,Maize (white),83.26
2020-01-15,Yobe,Maize (yellow),90.63
2020-01-15,Yobe,Rice (imported),1080.0
2020-01-15,Yobe,Rice (local),708.6
2020-01-15,Yobe,Tomatoes,49.166666666666664
2020-01-15,Yobe,Yam,297.54545454545456
2020-01-15,Zamfara,Maize (yellow),89.22
2020-01-15,Zamfara,Yam,257.0
2020-02-15,Borno,Beans (white),381.0
2020-02-15,Borno,Maize (white),70.05
2020-02-15,Borno,Maize (yellow),100.0
2020-02-15,Borno,Rice (imported),1437.3333333333333
2020-02-15,Borno,Rice (local),857.0
2020-02-15,Borno,Tomatoes,58.0
2020-02-15,Borno,Yam,575.3333333333334
2020-02-15,Gombe,Maize (white),88.0
2020-02-15,Gombe,Maize (yellow),88.0
2020-02-15,Gombe,Rice (imported),1100.0
2020-02-15,Gombe,Yam,794.0
2020-02-15,Jigawa,Maize (yellow),92.31
2020-02-15,Kaduna,Maize (white),92.80000000000001
2020-02-15,Kaduna,Rice (imported),933.0
2020-02-15,Kaduna,Rice (local),684.0
2020-02-15,Kaduna,Yam,864.5
2020-02-15,Kano,Maize (white),91.43
2020-02-15,Kano,Rice (local),680.0
2020-02-15,Katsina,Maize (yellow),93.57
2020-02-15,Katsina,Rice (imported),1109.0
2020-02-15,Katsina,Rice (local),719.0
2020-02-15,Kebbi,Maize (white),96.49
2020-02-15,Kebbi,Rice (imported),893.0
2020-02-15,Kebbi,Rice (local),520.0
2020-02-15,Kebbi,Yam,336.0
2020-02-15,Lagos,Rice (imported),1648.0
2020-02-15,Lagos,Yam,491.0
2020-02-15,Oyo,Maize (white),102.7
2020-02-15,Oyo,Maize (yellow),111.22
2020-02-15,Oyo,Yam,237.0
2020-02-15,Yobe,Beans (white),314.5
2020-02-15,Yobe,Maize (white),71.3
2020-02-15,Yobe,Maize (yellow),83.725
2020-02-15,Yobe,Rice (imported),1060.0
2020-02-15,Yobe,Rice (local),683.0
2020-02-15,Yobe,Tomatoes,42.5
2020-02-15,Yobe,Yam,257.55555555555554
2020-02-15,Zamfara,Maize (white),91.61
2020-02-15,Zamfara,Maize (yellow),93.52
2020-02-15,Zamfara,Rice (imported),900.0
2020-02-15,Zamfara,Rice (local),740.0
2020-02-15,Zamfara,Yam,271.0
2020-03-15,Adamawa,Maize (white),94.3
2020-03-15,Adamawa,Maize (yellow),96.38
2020-03-15,Borno,Beans (white),450.5
2020-03-15,Borno,Maize (white),96.87
2020-03-15,Borno,Maize (yellow),112.0
2020-03-15,Borno,Rice (imported),1536.8
2020-03-15,Borno,Rice (local),798.6
2020-03-15,Borno,Tomatoes,61.11666666666667
2020-03-15,Borno,Yam,612.9285714285714
2020-03-15,Gombe,Rice (imported),1200.0
2020-03-15,Gombe,Yam,798.0
2020-03-15,Jigawa,Maize (white),94.34
2020-03-15,Jigawa,Maize (yellow),104.85
2020-03-15,Jigawa,Rice (local),692.0
2020-03-15,Kaduna,Maize (white),94.86
2020-03-15,Kaduna,Rice (imported),1027.0
2020-03-15,Kaduna,Rice (local),745.0
2020-03-15,Kano,Maize (yellow),99.2
2020-03-15,Kano,Rice (local),818.0
2020-03-15,Kano,Yam,643.0
2020-03-15,Katsina,Maize (white),101.77
2020-03-15,Katsina,Maize (yellow),109.28
2020-03-15,Katsina,Rice (imported),1153.0
2020-03-15,Katsina,Yam,640.5
2020-03-15,Kebbi,Maize (white),108.78
2020-03-15,Kebbi,Maize (yellow),108.78
2020-03-15,Kebbi,Rice (imported),981.0
2020-03-15,Lagos,Maize (white),170.87
2020-03-15,Lagos,Maize (yellow),167.6
2020-03-15,Oyo,Maize (white),124.15
2020-03-15,Oyo,Maize (yellow),135.47
2020-03-15,Oyo,Rice (imported),1337.0
2020-03-15,Oyo,Rice (local),899.0
2020-03-15,Oyo,Yam,409.0
2020-03-15,Yobe,Maize (white),102.43
2020-03-15,Yobe,Maize (yellow),103.85
2020-03-15,Yobe,Rice (imported),1139.5
2020-03-15,Yobe,Rice (local),693.0
2020-03-15,Yobe,Yam,923.25
2020-03-15,Zamfara,Maize (white),116.43
2020-03-15,Zamfara,Yam,308.0
2020-04-15,Adamawa,Maize (white),96.86
2020-04-15,Adamawa,Maize (yellow),99.76
2020-04-15,Adamawa,Rice (local),714.73
2020-04-15,Adamawa,Yam,1691.83
2020-04-15,Borno,Beans (white),418.4
2020-04-15,Borno,Maize (white),152.0
2020-04-15,Borno,Maize (yellow),152.0
2020-04-15,Borno,Rice (imported),1541.25
2020-04-15,Borno,Rice (local),826.0757142857143
2020-04-15,Borno,Tomatoes,67.5
2020-04-15,Borno,Yam,679.395
2020-04-15,Gombe,Maize (white),114.93
2020-04-15,Gombe,Maize (yellow),114.93
2020-04-15,Gombe,Rice (local),827.83
2020-04-15,Gombe,Yam,802.27
2020-04-15,Jigawa,Maize (white),94.34
2020-04-15,Jigawa,Rice (local),692.0
2020-04-15,Kaduna,Maize (white),111.48
2020-04-15,Kaduna,Maize (yellow),100.32
2020-04-15,Kaduna,Rice (imported),1293.8249999999998
2020-04-15,Kaduna,Rice (local),896.94
2020-04-15,Kaduna,Yam,996.605
2020-04-15,Kano,Maize (white),110.81
2020-04-15,Kano,Maize (yellow),110.38
2020-04-15,Kano,Rice (imported),1120.0
2020-04-15,Kano,Rice (local),875.33
2020-04-15,Kano,Yam,618.07
2020-04-15,Katsina,Maize (white),103.47
2020-04-15,Katsina,Maize (yellow),115.47
2020-04-15,Katsina,Rice (imported),1241.31
2020-04-15,Katsina,Rice (local),843.0
2020-04-15,Katsina,Yam,685.0
2020-04-15,Kebbi,Maize (white),111.86
2020-04-15,Kebbi,Rice (local),602.1
2020-04-15,Kebbi,Yam,516.03
2020-04-15,Lagos,Maize (white),170.87
2020-04-15,Lagos,Rice (imported),1954.67
2020-04-15,Lagos,Rice (local),1263.67
2020-04-15,Lagos,Yam,660.6
2020-04-15,Oyo,Maize (white),128.7
2020-04-15,Oyo,Maize (yellow),143.88
2020-04-15,Oyo,Rice (imported),1386.8
2020-04-15,Yobe,Maize (yellow),96.35
2020-04-15,Yobe,Rice (imported),1145.1
2020-04-15,Yobe,Yam,493.8
2020-04-15,Zamfara,Maize (white),116.42
2020-04-15,Zamfara,Rice (imported),1141.0
2020-04-15,Zamfara,Yam,320.53
2020-05-15,Adamawa,Maize (yellow),104.56
2020-05-15,Adamawa,Rice (imported),1034.0
2020-05-15,Adamawa,Rice (local),777.9
2020-05-15,Adamawa,Yam,1903.06
2020-05-15,Borno,Beans (white),462.0
2020-05-15,Borno,Maize (white),143.99
2020-05-15,Borno,Rice (imported),1580.8533333333335
2020-05-15,Borno,Rice (local),929.3333333333334
2020-05-15,Borno,Tomatoes,72.67142857142856
2020-05-15,Borno,Yam,574.0
2020-05-15,Gombe,Maize (yellow),120.0
2020-05-15,Gombe,Rice (local),926.0
2020-05-15,Gombe,Yam,806.45
2020-05-15,Kaduna,Maize (white),105.65
2020-05-15,Kaduna,Rice (local),959.8700000000001
2020-05-15,Kaduna,Yam,1442.675
2020-05-15,Kano,Maize (white),117.27
2020-05-15,Kano,Rice (imported),1076.26
2020-05-15,Katsina,Maize (white),110.03
2020-05-15,Katsina,Maize (yellow),126.78
2020-05-15,Katsina,Rice (imported),1386.0
2020-05-15,Katsina,Yam,635.33
2020-05-15,Kebbi,Maize (white),117.41
2020-05-15,Kebbi,Maize (yellow),117.41
2020-05-15,Kebbi,Rice (imported),1040.48
2020-05-15,Kebbi,Yam,618.39
2020-05-15,Lagos,Maize (white),187.44
2020-05-15,Lagos,Maize (yellow),216.6
2020-05-15,Lagos,Rice (imported),1956.23
2020-05-15,Oyo,Maize (white),125.35
2020-05-15,Oyo,Rice (imported),1345.03
2020-05-15,Oyo,Rice (local),1039.71
2020-05-15,Oyo,Yam,433.48
2020-05-15,Yobe,Beans (white),415.1666666666667
2020-05-15,Yobe,Maize (white),89.73
2020-05-15,Yobe,Maize (yellow),98.73
2020-05-15,Yobe,Rice (imported),1207.732
2020-05-15,Yobe,Rice (local),886.4275
2020-05-15,Yobe,Tomatoes,46.25
2020-05-15,Yobe,Yam,391.047
2020-05-15,Zamfara,Maize (white),116.87
2020-05-15,Zamfara,Maize (yellow),117.53
2020-05-15,Zamfara,Rice (imported),1191.52
2020-05-15,Zamfara,Rice (local),845.39
2020-05-15,Zamfara,Yam,367.32
2020-06-15,Adamawa,Maize (white),123.11
2020-06-15,Adamawa,Maize (yellow),115.95
2020-06-15,Adamawa,Rice (local),809.22
2020-06-15,Borno,Beans (white),461.8
2020-06-15,Borno,Maize (white),128.89
2020-06-15,Borno,Maize (yellow),176.52
2020-06-15,Borno,Rice (imported),1716.6666666666667
2020-06-15,Borno,Rice (local),932.6
2020-06-15,Borno,Tomatoes,68.75
2020-06-15,Borno,Yam,691.4
2020-06-15,Gombe,Maize (white),146.17
2020-06-15,Gombe,Rice (imported),1300.0
2020-06-15,Gombe,Rice (local),929.3
2020-06-15,Gombe,Yam,804.35
2020-06-15,Jigawa,Maize (yellow),150.48
2020-06-15,Jigawa,Rice (local),764.87
2020-06-15,Jigawa,Yam,396.0
2020-06-15,Kaduna,Maize (yellow),120.18
2020-06-15,Kaduna,Rice (imported),1379.935
2020-06-15,Kaduna,Rice (local),937.935
2020-06-15,Kaduna,Yam,1602.455
2020-06-15,Kano,Rice (imported),1305.04
2020-06-15,Kano,Yam,682.39
2020-06-15,Katsina,Yam,685.0
2020-06-15,Kebbi,Rice (imported),1113.04
2020-06-15,Lagos,Maize (yellow),225.65
2020-06-15,Lagos,Rice (imported),1935.39
2020-06-15,Oyo,Maize (yellow),179.11
2020-06-15,Oyo,Rice (imported),1369.48
2020-06-15,Oyo,Rice (local),1114.17
2020-06-15,Oyo,Yam,486.0
2020-06-15,Yobe,Beans (white),452.4
2020-06-15,Yobe,Maize (white),122.22
2020-06-15,Yobe,Maize (yellow),127.83
2020-06-15,Yobe,Rice (imported),1300.0
2020-06-15,Yobe,Rice (local),918.0260000000001
2020-06-15,Yobe,Tomatoes,73.88888888888889
2020-06-15,Yobe,Yam,381.79875
2020-06-15,Zamfara,Maize (white),146.77
2020-06-15,Zamfara,Maize (yellow),148.77
2020-06-15,Zamfara,Rice (local),879.39
2020-06-15,Zamfara,Yam,431.83
2020-07-15,Adamawa,Maize (white),152.29
2020-07-15,Adamawa,Rice (imported),1243.42
2020-07-15,Adamawa,Rice (local),875.29
2020-07-15,Adamawa,Yam,1999.92
2020-07-15,Borno,Beans (white),443.2
2020-07-15,Borno,Maize (white),196.35500000000002
2020-07-15,Borno,Maize (yellow),215.61
2020-07-15,Borno,Rice (imported),1577.31
2020-07-15,Borno,Rice (local),983.6
2020-07-15,Borno,Tomatoes,77.33333333333333
2020-07-15,Borno,Yam,951.9033333333333
2020-07-15,Gombe,Maize (white),190.71
2020-07-15,Gombe,Maize (yellow),190.71
2020-07-15,Gombe,Rice (imported),1422.58
2020-07-15,Gombe,Rice (local),975.06
2020-07-15,Gombe,Yam,800.1
2020-07-15,Jigawa,Maize (yellow),168.49
2020-07-15,Jigawa,Rice (local),871.03
2020-07-15,Jigawa,Yam,432.0
2020-07-15,Kaduna,Maize (white),151.44
2020-07-15,Kaduna,Maize (yellow),155.51999999999998
2020-07-15,Kaduna,Rice (imported),1475.045
2020-07-15,Kaduna,Rice (local),962.39
2020-07-15,Kaduna,Yam,2262.1
2020-07-15,Kano,Maize (white),157.08
2020-07-15,Kano,Maize (yellow),157.23
2020-07-15,Kano,Rice (local),1033.06
2020-07-15,Kano,Yam,611.0
2020-07-15,Katsina,Maize (white),173.62
2020-07-15,Katsina,Maize (yellow),178.87
2020-07-15,Katsina,Rice (imported),1352.74
2020-07-15,Katsina,Rice (local),1021.03
2020-07-15,Katsina,Yam,685.0
2020-07-15,Kebbi,Maize (white),172.79
2020-07-15,Kebbi,Yam,694.29
2020-07-15,Lagos,Rice (local),1327.1
2020-07-15,Oyo,Maize (white),180.61
2020-07-15,Oyo,Rice (imported),1490.45
2020-07-15,Oyo,Rice (local),1195.71
2020-07-15,Oyo,Yam,600.58
2020-07-15,Yobe,Beans (white),586.0
2020-07-15,Yobe,Maize (white),149.07
2020-07-15,Yobe,Maize (yellow),125.93
2020-07-15,Yobe,Rice (imported),1294.73
2020-07-15,Yobe,Rice (local),894.26
2020-07-15,Yobe,Tomatoes,75.0
2020-07-15,Yobe,Yam,411.48
2020-07-15,Zamfara,Maize (white),170.46
2020-07-15,Zamfara,Maize (yellow),174.35
2020-07-15,Zamfara,Rice (imported),1212.16
2020-07-15,Zamfara,Rice (local),920.94
2020-07-15,Zamfara,Yam,429.03
2020-08-15,Adamawa,Maize (white),161.01
2020-08-15,Adamawa,Rice (local),980.03
2020-08-15,Adamawa,Yam,2703.1
2020-08-15,Borno,Beans (white),542.2
2020-08-15,Borno,Maize (white),219.05
2020-08-15,Borno,Rice (imported),1613.6914285714286
2020-08-15,Borno,Rice (local),992.0
2020-08-15,Borno,Tomatoes,75.0
2020-08-15,Borno,Yam,696.0
2020-08-15,Gombe,Maize (white),201.29
2020-08-15,Gombe,Maize (yellow),201.29
2020-08-15,Gombe,Rice (imported),1529.03
2020-08-15,Gombe,Rice (local),1065.81
2020-08-15,Gombe,Yam,801.19
2020-08-15,Jigawa,Maize (white),175.35
2020-08-15,Jigawa,Maize (yellow),182.38
2020-08-15,Jigawa,Yam,432.0
2020-08-15,Kaduna,Maize (yellow),183.07
2020-08-15,Kaduna,Yam,773.68
2020-08-15,Kano,Maize (white),187.11
2020-08-15,Kano,Maize (yellow),195.31
2020-08-15,Kano,Rice (local),1057.87
2020-08-15,Katsina,Maize (white),186.81
2020-08-15,Katsina,Rice (imported),1355.97
2020-08-15,Katsina,Rice (local),1170.55
2020-08-15,Kebbi,Maize (white),183.1
2020-08-15,Kebbi,Rice (local),900.81
2020-08-15,Kebbi,Yam,601.45
2020-08-15,Lagos,Maize (white),243.25
2020-08-15,Lagos,Maize (yellow),260.23
2020-08-15,Lagos,Rice (local),1446.35
2020-08-15,Lagos,Yam,683.45
2020-08-15,Oyo,Maize (yellow),212.54
2020-08-15,Oyo,Rice (imported),1581.65
2020-08-15,Oyo,Rice (local),1238.06
2020-08-15,Oyo,Yam,451.87
2020-08-15,Yobe,Beans (white),643.5714285714286
2020-08-15,Yobe,Maize (white),140.86
2020-08-15,Yobe,Maize (yellow),140.84
2020-08-15,Yobe,Rice (imported),1481.435
2020-08-15,Yobe,Rice (local),1123.9969999999998
2020-08-15,Yobe,Tomatoes,87.5
2020-08-15,Yobe,Yam,418.0833333333333
2020-08-15,Zamfara,Maize (white),189.51
2020-08-15,Zamfara,Maize (yellow),187.12
2020-08-15,Zamfara,Rice (local),1080.32
2020-08-15,Zamfara,Yam,337.52
2020-09-15,Adamawa,Maize (white),188.18
2020-09-15,Adamawa,Rice (imported),1419.07
2020-09-15,Adamawa,Rice (local),1197.0
2020-09-15,Adamawa,Yam,1954.6
2020-09-15,Borno,Beans (white),550.5
2020-09-15,Borno,Maize (yellow),211.33
2020-09-15,Borno,Rice (imported),1672.8
2020-09-15,Borno,Rice (local),988.2857142857143
2020-09-15,Borno,Tomatoes,68.6
2020-09-15,Borno,Yam,654.5428571428572
2020-09-15,Gombe,Maize (white),240.0
2020-09-15,Gombe,Maize (yellow),240.0
2020-09-15,Gombe,Rice (imported),1700.0
2020-09-15,Gombe,Rice (local),1218.3
2020-09-15,Gombe,Yam,808.3
2020-09-15,Jigawa,Maize (yellow),191.71
2020-09-15,Jigawa,Yam,432.0
2020-09-15,Kaduna,Maize (yellow),167.125
2020-09-15,Kaduna,Rice (imported),1663.37
2020-09-15,Kaduna,Rice (local),1009.7
2020-09-15,Kaduna,Yam,610.8
2020-09-15,Kano,Maize (white),178.34
2020-09-15,Kano,Rice (local),1087.43
2020-09-15,Kano,Yam,520.13
2020-09-15,Katsina,Rice (imported),1355.0
2020-09-15,Kebbi,Maize (yellow),195.07
2020-09-15,Kebbi,Rice (imported),1280.57
2020-09-15,Kebbi,Rice (local),968.4
2020-09-15,Kebbi,Yam,400.67
2020-09-15,Lagos,Maize (white),248.0
