commodity,state,horizon,feature,importance
Yam,Borno,2,other_commodity_avg_price,0.012290018
Yam,Borno,2,conflict_score_weighted,0.023034584
Yam,Borno,2,conflict_fatalities,0.026650498
Yam,Borno,2,harvest_season,0.010902762
Yam,Borno,2,subsidy_removed,0.0
Yam,Borno,2,state_encoded,0.0
Yam,Borno,2,commodity_encoded,0.0
Yam,Borno,3,price_lag1,0.017909024
Yam,Borno,3,price_lag2,0.012531112
Yam,Borno,3,price_lag3,0.023979433
Yam,Borno,3,exchange_rate_ngn_usd,0.17027502
Yam,Borno,3,inflation_rate_pct,0.26434255
Yam,Borno,3,pms_price_ngn,0.02189642
Yam,Borno,3,rainfall_mm,0.11319884
Yam,Borno,3,log_import_volume,0.29387617
Yam,Borno,3,other_commodity_avg_price,0.027340755
Yam,Borno,3,conflict_score_weighted,0.014240321
Yam,Borno,3,conflict_fatalities,0.023955068
Yam,Borno,3,harvest_season,0.016455304
Yam,Borno,3,subsidy_removed,0.0
Yam,Borno,3,state_encoded,0.0
Yam,Borno,3,commodity_encoded,0.0
Yam,Yobe,1,price_lag1,0.025482643
Yam,Yobe,1,price_lag2,0.035366245
Yam,Yobe,1,price_lag3,0.043890912
Yam,Yobe,1,exchange_rate_ngn_usd,0.16750965
Yam,Yobe,1,inflation_rate_pct,0.42201862
Yam,Yobe,1,pms_price_ngn,0.09170608
Yam,Yobe,1,rainfall_mm,0.027669184
Yam,Yobe,1,log_import_volume,0.07710972
Yam,Yobe,1,other_commodity_avg_price,0.02141067
Yam,Yobe,1,conflict_score_weighted,0.057752386
Yam,Yobe,1,conflict_fatalities,0.020678338
Yam,Yobe,1,harvest_season,0.009405519
Yam,Yobe,1,subsidy_removed,0.0
Yam,Yobe,1,state_encoded,0.0
Yam,Yobe,1,commodity_encoded,0.0
Yam,Yobe,2,price_lag1,0.022388596
Yam,Yobe,2,price_lag2,0.06357927
Yam,Yobe,2,price_lag3,0.028093703
Yam,Yobe,2,exchange_rate_ngn_usd,0.19969015
Yam,Yobe,2,inflation_rate_pct,0.39322802
Yam,Yobe,2,pms_price_ngn,0.074862376
Yam,Yobe,2,rainfall_mm,0.015553188
Yam,Yobe,2,log_import_volume,0.08285726
Yam,Yobe,2,other_commodity_avg_price,0.043646444
Yam,Yobe,2,conflict_score_weighted,0.031188784
Yam,Yobe,2,conflict_fatalities,0.023254268
Yam,Yobe,2,harvest_season,0.02165798
Yam,Yobe,2,subsidy_removed,0.0
Yam,Yobe,2,state_encoded,0.0
Yam,Yobe,2,commodity_encoded,0.0
Yam,Yobe,3,price_lag1,0.040935244
Yam,Yobe,3,price_lag2,0.03349384
Yam,Yobe,3,price_lag3,0.020036343
Yam,Yobe,3,exchange_rate_ngn_usd,0.22236143
Yam,Yobe,3,inflation_rate_pct,0.43777966
Yam,Yobe,3,pms_price_ngn,0.059655737
Yam,Yobe,3,rainfall_mm,0.02204738
Yam,Yobe,3,log_import_volume,0.018383654
Yam,Yobe,3,other_commodity_avg_price,0.025290629
Yam,Yobe,3,conflict_score_weighted,0.020402659
Yam,Yobe,3,conflict_fatalities,0.05768737
Yam,Yobe,3,harvest_season,0.041926008
Yam,Yobe,3,subsidy_removed,0.0
Yam,Yobe,3,state_encoded,0.0
Yam,Yobe,3,commodity_encoded,0.0
