commodity,state,date,horizon,actual,predicted,error_pct
Tomatoes,Yobe,2024-06-01,1,300.99,67.54,77.56
Tomatoes,Yobe,2024-07-01,1,352.42,67.54,80.83
Tomatoes,Yobe,2024-08-01,1,172.42,67.54,60.83
Tomatoes,Yobe,2024-09-01,1,158.04,67.54,57.26
Tomatoes,Yobe,2024-10-01,1,158.06,68.07,56.94
Tomatoes,Yobe,2024-11-01,1,300.0,66.53,77.82
Tomatoes,Yobe,2024-12-01,1,211.5,67.57,68.05
Tomatoes,Yobe,2023-07-01,2,125.0,73.12,41.5
Tomatoes,Yobe,2023-08-01,2,129.01,71.58,44.52
Tomatoes,Yobe,2023-09-01,2,118.52,73.95,37.61
Tomatoes,Yobe,2023-10-01,2,150.25,86.97,42.12
Tomatoes,Yobe,2023-12-01,2,133.33,83.95,37.04
Tomatoes,Yobe,2024-01-01,2,153.38,81.61,46.79
Tomatoes,Yobe,2024-02-01,2,146.1,81.61,44.14
Tomatoes,Yobe,2024-03-01,2,192.75,85.1,55.85
Tomatoes,Yobe,2024-04-01,2,194.81,75.5,61.24
Tomatoes,Yobe,2024-05-01,2,257.28,81.58,68.29
Tomatoes,Yobe,2024-06-01,2,300.99,76.07,74.73
Tomatoes,Yobe,2024-07-01,2,352.42,86.47,75.46
Tomatoes,Yobe,2024-08-01,2,172.42,84.38,51.06
Tomatoes,Yobe,2024-09-01,2,158.04,83.5,47.17
Tomatoes,Yobe,2024-10-01,2,158.06,87.15,44.86
Tomatoes,Yobe,2024-11-01,2,300.0,83.9,72.03
Tomatoes,Yobe,2024-12-01,2,211.5,81.61,61.41
Tomatoes,Yobe,2023-08-01,3,129.01,70.09,45.67
Tomatoes,Yobe,2023-09-01,3,118.52,69.19,41.62
Tomatoes,Yobe,2023-10-01,3,150.25,72.42,51.8
Tomatoes,Yobe,2023-12-01,3,133.33,71.82,46.13
Tomatoes,Yobe,2024-01-01,3,153.38,70.95,53.74
Tomatoes,Yobe,2024-02-01,3,146.1,71.82,50.84
Tomatoes,Yobe,2024-03-01,3,192.75,71.5,62.91
Tomatoes,Yobe,2024-04-01,3,194.81,71.5,63.3
Tomatoes,Yobe,2024-05-01,3,257.28,68.38,73.42
Tomatoes,Yobe,2024-06-01,3,300.99,68.89,77.11
Tomatoes,Yobe,2024-07-01,3,352.42,71.5,79.71
Tomatoes,Yobe,2024-08-01,3,172.42,71.5,58.53
Tomatoes,Yobe,2024-09-01,3,158.04,71.5,54.76
Tomatoes,Yobe,2024-10-01,3,158.06,71.5,54.77
Tomatoes,Yobe,2024-11-01,3,300.0,71.5,76.17
Tomatoes,Yobe,2024-12-01,3,211.5,70.12,66.85
Yam,Adamawa,2023-06-01,1,1400.0,1553.15,10.94
Yam,Adamawa,2023-07-01,1,1454.83,1553.15,6.76
Yam,Adamawa,2023-08-01,1,1485.0,1553.15,4.59
Yam,Adamawa,2023-09-01,1,1288.89,1526.12,18.41
Yam,Adamawa,2023-10-01,1,1196.78,1526.12,27.52
Yam,Adamawa,2023-11-01,1,1331.7,1526.12,14.6
Yam,Adamawa,2023-12-01,1,1500.37,1526.12,1.72
Yam,Adamawa,2024-09-01,1,2525.0,1718.28,31.95
Yam,Adamawa,2024-11-01,1,2274.08,1718.28,24.44
Yam,Adamawa,2024-12-01,1,2500.0,1718.28,31.27
Yam,Adamawa,2023-07-01,2,1454.83,1489.6,2.39
Yam,Adamawa,2023-08-01,2,1485.0,1489.6,0.31
Yam,Adamawa,2023-09-01,2,1288.89,1464.86,13.65
Yam,Adamawa,2023-10-01,2,1196.78,1398.41,16.85
Yam,Adamawa,2023-11-01,2,1331.7,1398.41,5.01
Yam,Adamawa,2023-12-01,2,1500.37,1398.41,6.8
Yam,Adamawa,2024-09-01,2,2525.0,1398.41,44.62
Yam,Adamawa,2024-11-01,2,2274.08,1846.28,18.81
Yam,Adamawa,2024-12-01,2,2500.0,1846.28,26.15
Yam,Adamawa,2023-08-01,3,1485.0,1874.14,26.2
Yam,Adamawa,2023-09-01,3,1288.89,1874.14,45.41
Yam,Adamawa,2023-10-01,3,1196.78,1874.14,56.6
Yam,Adamawa,2023-11-01,3,1331.7,1874.14,40.73
Yam,Adamawa,2023-12-01,3,1500.37,1874.14,24.91
Yam,Adamawa,2024-09-01,3,2525.0,1874.14,25.78
Yam,Adamawa,2024-11-01,3,2274.08,1874.14,17.59
Yam,Adamawa,2024-12-01,3,2500.0,1838.34,26.47
Yam,Borno,2023-06-01,1,1365.81,740.04,45.82
Yam,Borno,2023-07-01,1,1429.57,740.04,48.23
Yam,Borno,2023-08-01,1,1907.19,740.04,61.2
Yam,Borno,2023-09-01,1,1591.08,740.04,53.49
Yam,Borno,2023-10-01,1,1585.03,740.04,53.31
Yam,Borno,2023-11-01,1,1733.32,740.04,57.31
Yam,Borno,2023-12-01,1,2675.0,740.04,72.34
Yam,Borno,2024-01-01,1,2155.34,740.04,65.66
Yam,Borno,2024-02-01,1,2032.17,740.04,63.58
Yam,Borno,2024-03-01,1,2541.74,740.04,70.88
Yam,Borno,2024-04-01,1,1500.0,740.04,50.66
Yam,Borno,2024-05-01,1,3250.0,740.04,77.23
Yam,Borno,2024-06-01,1,3035.87,740.04,75.62
Yam,Borno,2024-08-01,1,3833.33,740.04,80.69
Yam,Borno,2024-09-01,1,3210.44,740.04,76.95
Yam,Borno,2024-10-01,1,2951.83,740.04,74.93
Yam,Borno,2024-11-01,1,3150.49,740.04,76.51
Yam,Borno,2024-12-01,1,3388.89,740.04,78.16
Yam,Borno,2023-07-01,2,1429.57,768.26,46.26
Yam,Borno,2023-08-01,2,1907.19,782.54,58.97
Yam,Borno,2023-09-01,2,1591.08,813.47,48.87
Yam,Borno,2023-10-01,2,1585.03,872.07,44.98
Yam,Borno,2023-11-01,2,1733.32,842.55,51.39
Yam,Borno,2023-12-01,2,2675.0,816.05,69.49
Yam,Borno,2024-01-01,2,2155.34,816.05,62.14
Yam,Borno,2024-02-01,2,2032.17,816.05,59.84
Yam,Borno,2024-03-01,2,2541.74,816.05,67.89
Yam,Borno,2024-04-01,2,1500.0,816.05,45.6
Yam,Borno,2024-05-01,2,3250.0,816.05,74.89
Yam,Borno,2024-06-01,2,3035.87,816.05,73.12
Yam,Borno,2024-08-01,2,3833.33,872.07,77.25
Yam,Borno,2024-09-01,2,3210.44,872.07,72.84
Yam,Borno,2024-10-01,2,2951.83,872.07,70.46
Yam,Borno,2024-11-01,2,3150.49,872.07,72.32
Yam,Borno,2024-12-01,2,3388.89,816.05,75.92
Yam,Borno,2023-08-01,3,1907.19,833.41,56.3
Yam,Borno,2023-09-01,3,1591.08,855.94,46.2
Yam,Borno,2023-10-01,3,1585.03,827.95,47.76
Yam,Borno,2023-11-01,3,1733.32,852.46,50.82
Yam,Borno,2023-12-01,3,2675.0,849.02,68.26
Yam,Borno,2024-01-01,3,2155.34,669.91,68.92
Yam,Borno,2024-02-01,3,2032.17,689.74,66.06
Yam,Borno,2024-03-01,3,2541.74,690.7,72.83
Yam,Borno,2024-04-01,3,1500.0,673.87,55.08
Yam,Borno,2024-05-01,3,3250.0,690.7,78.75
Yam,Borno,2024-06-01,3,3035.87,670.83,77.9
Yam,Borno,2024-08-01,3,3833.33,893.68,76.69
Yam,Borno,2024-09-01,3,3210.44,893.27,72.18
Yam,Borno,2024-10-01,3,2951.83,867.59,70.61
Yam,Borno,2024-11-01,3,3150.49,893.27,71.65
Yam,Borno,2024-12-01,3,3388.89,893.68,73.63
Yam,Yobe,2023-06-01,1,850.37,663.17,22.01
Yam,Yobe,2023-07-01,1,1600.0,622.39,61.1
Yam,Yobe,2023-08-01,1,1523.33,607.35,60.13
Yam,Yobe,2023-09-01,1,1563.58,602.79,61.45
Yam,Yobe,2023-10-01,1,1754.55,597.86,65.93
Yam,Yobe,2023-12-01,1,1477.67,543.37,63.23
Yam,Yobe,2024-01-01,1,2009.86,537.06,73.28
Yam,Yobe,2024-02-01,1,1895.26,539.68,71.52
Yam,Yobe,2024-03-01,1,2031.11,542.39,73.3
Yam,Yobe,2024-04-01,1,2385.24,547.09,77.06
Yam,Yobe,2024-05-01,1,2650.81,589.3,77.77
Yam,Yobe,2024-06-01,1,3171.85,599.4,81.1
Yam,Yobe,2024-07-01,1,3313.78,597.9,81.96
Yam,Yobe,2024-08-01,1,3274.19,592.88,81.89
Yam,Yobe,2024-09-01,1,3227.05,598.69,81.45
Yam,Yobe,2024-10-01,1,3588.62,603.16,83.19
Yam,Yobe,2024-11-01,1,3096.43,539.73,82.57
Yam,Yobe,2024-12-01,1,3291.83,535.78,83.72
Yam,Yobe,2023-07-01,2,1600.0,543.55,66.03
Yam,Yobe,2023-08-01,2,1523.33,609.55,59.99
Yam,Yobe,2023-09-01,2,1563.58,573.71,63.31
Yam,Yobe,2023-10-01,2,1754.55,589.99,66.37
Yam,Yobe,2023-12-01,2,1477.67,604.59,59.09
Yam,Yobe,2024-01-01,2,2009.86,613.79,69.46
Yam,Yobe,2024-02-01,2,1895.26,597.65,68.47
Yam,Yobe,2024-03-01,2,2031.11,606.64,70.13
Yam,Yobe,2024-04-01,2,2385.24,587.09,75.39
Yam,Yobe,2024-05-01,2,2650.81,586.55,77.87
Yam,Yobe,2024-06-01,2,3171.85,588.3,81.45
Yam,Yobe,2024-07-01,2,3313.78,606.5,81.7
Yam,Yobe,2024-08-01,2,3274.19,586.09,82.1
Yam,Yobe,2024-09-01,2,3227.05,570.09,82.33
Yam,Yobe,2024-10-01,2,3588.62,597.62,83.35
Yam,Yobe,2024-11-01,2,3096.43,582.98,81.17
Yam,Yobe,2024-12-01,2,3291.83,605.67,81.6
Yam,Yobe,2023-08-01,3,1523.33,686.52,54.93
Yam,Yobe,2023-09-01,3,1563.58,657.71,57.94
Yam,Yobe,2023-10-01,3,1754.55,659.11,62.43
Yam,Yobe,2023-12-01,3,1477.67,574.49,61.12
Yam,Yobe,2024-01-01,3,2009.86,623.9,68.96
Yam,Yobe,2024-02-01,3,1895.26,617.65,67.41
Yam,Yobe,2024-03-01,3,2031.11,615.91,69.68
Yam,Yobe,2024-04-01,3,2385.24,597.86,74.94
Yam,Yobe,2024-05-01,3,2650.81,711.72,73.15
Yam,Yobe,2024-06-01,3,3171.85,642.81,79.73
Yam,Yobe,2024-07-01,3,3313.78,701.55,78.83
Yam,Yobe,2024-08-01,3,3274.19,577.62,82.36
Yam,Yobe,2024-09-01,3,3227.05,606.27,81.21
Yam,Yobe,2024-10-01,3,3588.62,556.79,84.48
Yam,Yobe,2024-11-01,3,3096.43,555.55,82.06
Yam,Yobe,2024-12-01,3,3291.83,637.73,80.63
